title,upc,category,price_e_tax,price_i_tax,tax,rating,reviews,quantity,stock,book_link,img_link
"Zero to One: Notes on Startups, or How to Build the Future",e77033ce559947f7,Nonfiction,34.06,34.06,0.0,Three,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/zero-to-one-notes-on-startups-or-how-to-build-the-future_555/index.html,https://books.toscrape.com/media/cache/f4/8e/f48ee738bc992a68d08eadcb4338a547.jpg
Why Not Me?,04f6c929888f4f11,Nonfiction,17.76,17.76,0.0,One,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/why-not-me_554/index.html,https://books.toscrape.com/media/cache/31/a6/31a61c2587add91e55a85fec33e93d15.jpg
When Breath Becomes Air,b69c852e7e3956af,Nonfiction,39.36,39.36,0.0,Two,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/when-breath-becomes-air_553/index.html,https://books.toscrape.com/media/cache/39/a5/39a5f0d3280010ca400eb4f5d262b950.jpg
Vagabonding: An Uncommon Guide to the Art of Long-Term World Travel,1809259a5a5f1d8d,Travel,36.94,36.94,0.0,Two,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/vagabonding-an-uncommon-guide-to-the-art-of-long-term-world-travel_552/index.html,https://books.toscrape.com/media/cache/d5/bf/d5bf0090470b0b8ea46d9c166f7895aa.jpg
The Unlikely Pilgrimage of Harold Fry (Harold Fry #1),e0bdd79c7304ee8d,Default,43.62,43.62,0.0,Five,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/the-unlikely-pilgrimage-of-harold-fry-harold-fry-1_551/index.html,https://books.toscrape.com/media/cache/06/e2/06e2e125d332e2e09a64816ff915b859.jpg
The New Drawing on the Right Side of the Brain,3eec766dda26fa64,Art,43.02,43.02,0.0,Three,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/the-new-drawing-on-the-right-side-of-the-brain_550/index.html,https://books.toscrape.com/media/cache/6a/55/6a55ccd4bc2383f5fe915fbef8bd5a23.jpg
"The Midnight Assassin: Panic, Scandal, and the Hunt for America's First Serial Killer",5a0d2e9284004266,Nonfiction,28.45,28.45,0.0,Four,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/the-midnight-assassin-panic-scandal-and-the-hunt-for-americas-first-serial-killer_549/index.html,https://books.toscrape.com/media/cache/82/6c/826c590f552ce717a2972649350c8030.jpg
The Martian (The Martian #1),9afd00e81d6208e6,Default,41.39,41.39,0.0,Two,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/the-martian-the-martian-1_548/index.html,https://books.toscrape.com/media/cache/72/ed/72ed6908c3fcf2bccf79013a65943849.jpg
The High Mountains of Portugal,4f283dfcbeccc0d4,Fiction,51.15,51.15,0.0,One,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/the-high-mountains-of-portugal_547/index.html,https://books.toscrape.com/media/cache/55/00/550091fc134bbe67f562d95a6d6313f7.jpg
The Grownup,1bba4b1ba23ed2d6,Short Stories,35.88,35.88,0.0,One,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/the-grownup_546/index.html,https://books.toscrape.com/media/cache/f4/cb/f4cb1f9c7280bf1fd05fe33d2816080f.jpg
The E-Myth Revisited: Why Most Small Businesses Don't Work and What to Do About It,a2308a936e898d48,Business,36.91,36.91,0.0,One,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/the-e-myth-revisited-why-most-small-businesses-dont-work-and-what-to-do-about-it_545/index.html,https://books.toscrape.com/media/cache/11/2c/112c55a6bcd401c3bd603f5ddb2e6b82.jpg
South of Sunshine,331c26103d885cae,Young Adult,28.93,28.93,0.0,One,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/south-of-sunshine_544/index.html,https://books.toscrape.com/media/cache/09/11/09118b974f3685483f3e4debd1f97c90.jpg
Smarter Faster Better: The Secrets of Being Productive in Life and Business,a2475a245c9907c4,Nonfiction,38.89,38.89,0.0,Five,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/smarter-faster-better-the-secrets-of-being-productive-in-life-and-business_543/index.html,https://books.toscrape.com/media/cache/21/88/21889b1eddaec853b02a41bdd06eef54.jpg
Silence in the Dark (Logan Point #4),e46a164cf310fd7d,Suspense,58.33,58.33,0.0,Three,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/silence-in-the-dark-logan-point-4_542/index.html,https://books.toscrape.com/media/cache/bb/1c/bb1c91883579f1f99fe6ebf13b92c1c1.jpg
Shadows of the Past (Logan Point #1),bee6e93e9976f4fa,Christian Fiction,39.67,39.67,0.0,Five,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/shadows-of-the-past-logan-point-1_541/index.html,https://books.toscrape.com/media/cache/93/e0/93e0ec623673a8f83598c9aa7b6c94ec.jpg
Roller Girl,aeb51dfbe8aeec59,Sequential Art,14.1,14.1,0.0,Five,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/roller-girl_540/index.html,https://books.toscrape.com/media/cache/b8/bd/b8bd3e5bc547c7c851689a844c9db429.jpg
Rising Strong,52fc458ffc756faf,Nonfiction,21.82,21.82,0.0,Three,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/rising-strong_539/index.html,https://books.toscrape.com/media/cache/3b/f3/3bf3c719382c03984ab9766803bed964.jpg
Proofs of God: Classical Arguments from Tertullian to Barth,d56d0710668bb39c,Philosophy,54.21,54.21,0.0,One,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/proofs-of-god-classical-arguments-from-tertullian-to-barth_538/index.html,https://books.toscrape.com/media/cache/3f/ef/3fef12d9da503693af12997c0ea0897f.jpg
Please Kill Me: The Uncensored Oral History of Punk,4a823d80aa30dbb0,Music,31.19,31.19,0.0,Four,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/please-kill-me-the-uncensored-oral-history-of-punk_537/index.html,https://books.toscrape.com/media/cache/06/f1/06f185c0be2ad6e2fe059464c03f1b47.jpg
Out of Print: City Lights Spotlight No. 14,c0fc0cd215ee1724,Poetry,53.64,53.64,0.0,Five,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/out-of-print-city-lights-spotlight-no-14_536/index.html,https://books.toscrape.com/media/cache/93/d5/93d5c64abfad9ed6a0cb2e26f19f1a1e.jpg
My Life Next Door (My Life Next Door ),9a7291b89bd5445c,Young Adult,36.39,36.39,0.0,Five,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/my-life-next-door-my-life-next-door_535/index.html,https://books.toscrape.com/media/cache/98/00/98001a78a78ab77027145ff586d64431.jpg
Miller's Valley,bff270fe9c86a5a9,Fiction,58.54,58.54,0.0,Two,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/millers-valley_534/index.html,https://books.toscrape.com/media/cache/dc/1a/dc1a54201eff16a11e7d84eef5ea36c7.jpg
Man's Search for Meaning,4729afff3bea0f0a,Nonfiction,29.48,29.48,0.0,Three,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/mans-search-for-meaning_533/index.html,https://books.toscrape.com/media/cache/ed/ff/edffa2eec8d96b8ddcd53d5c2eff8453.jpg
"Love That Boy: What Two Presidents, Eight Road Trips, and My Son Taught Me About a Parent's Expectations",4d3a4c7b442a9a4e,Nonfiction,25.06,25.06,0.0,Two,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/love-that-boy-what-two-presidents-eight-road-trips-and-my-son-taught-me-about-a-parents-expectations_532/index.html,https://books.toscrape.com/media/cache/6d/1b/6d1b236549b8d5bc9e20786a25b7e7d1.jpg
Living Forward: A Proven Plan to Stop Drifting and Get the Life You Want,044534b0b28b4e87,Nonfiction,12.55,12.55,0.0,Three,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/living-forward-a-proven-plan-to-stop-drifting-and-get-the-life-you-want_531/index.html,https://books.toscrape.com/media/cache/c9/76/c9767187068d80827d0967225ce3925d.jpg
Les Fleurs du Mal,c44c5e1425475206,Poetry,29.04,29.04,0.0,Five,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/les-fleurs-du-mal_530/index.html,https://books.toscrape.com/media/cache/36/5b/365b3ab7ab72a6258873716aef6d5c1a.jpg
Left Behind (Left Behind #1),29af1a2566c4e36e,Default,40.72,40.72,0.0,Two,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/left-behind-left-behind-1_529/index.html,https://books.toscrape.com/media/cache/d7/e2/d7e27f418884548ee1b551c67bcd222c.jpg
Kill 'Em and Leave: Searching for James Brown and the American Soul,39eefec3a8498dde,Music,45.05,45.05,0.0,Five,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/kill-em-and-leave-searching-for-james-brown-and-the-american-soul_528/index.html,https://books.toscrape.com/media/cache/85/42/8542841f5644a6daf433504f1e106e97.jpg
Kierkegaard: A Christian Missionary to Christians,0cf57cb49272fd37,Philosophy,47.13,47.13,0.0,One,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/kierkegaard-a-christian-missionary-to-christians_527/index.html,https://books.toscrape.com/media/cache/05/ce/05ce699eaf78c0fae20308497c4f496a.jpg
John Vassos: Industrial Design for Modern Life,bd26e8a79a856c31,Default,20.22,20.22,0.0,Four,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/john-vassos-industrial-design-for-modern-life_526/index.html,https://books.toscrape.com/media/cache/85/a1/85a19d4c20a4801013e8108a166d10af.jpg
I'll Give You the Sun,0ab4b35dcffcffd1,Default,56.48,56.48,0.0,One,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/ill-give-you-the-sun_525/index.html,https://books.toscrape.com/media/cache/af/93/af933f86038dc55487b5bf1d81ff4bfb.jpg
I Will Find You,bbf1ea50be8008ab,Nonfiction,44.21,44.21,0.0,One,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/i-will-find-you_524/index.html,https://books.toscrape.com/media/cache/87/28/8728f8880e95b848021f6a9b3dcd07ca.jpg
Hystopia: A Novel,0bfdef63285d3019,Fiction,21.96,21.96,0.0,Four,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/hystopia-a-novel_523/index.html,https://books.toscrape.com/media/cache/2d/7b/2d7b77d8b45b2f8e1bc0ce20aacddad0.jpg
Howl and Other Poems,b7870fa6dc088fbb,Poetry,40.45,40.45,0.0,Two,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/howl-and-other-poems_522/index.html,https://books.toscrape.com/media/cache/b7/29/b7293f602efb0c17e305077f8175888a.jpg
History of Beauty,8a150fd8ff5d7686,Art,10.29,10.29,0.0,Four,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/history-of-beauty_521/index.html,https://books.toscrape.com/media/cache/58/a6/58a634c3231b5380544cc330536cb5ea.jpg
Heaven is for Real: A Little Boy's Astounding Story of His Trip to Heaven and Back,d48c1369927ebef1,Default,52.86,52.86,0.0,Two,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/heaven-is-for-real-a-little-boys-astounding-story-of-his-trip-to-heaven-and-back_520/index.html,https://books.toscrape.com/media/cache/58/6a/586afa8809f59bff51b89b2bc4a16129.jpg
Future Shock (Future Shock #1),df6a7c43faa6732b,Young Adult,55.65,55.65,0.0,Five,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/future-shock-future-shock-1_519/index.html,https://books.toscrape.com/media/cache/89/10/8910c36eec96636288a9cfb61610c9fa.jpg
Ender's Game (The Ender Quintet #1),e049d44c4f1cf1b2,Default,43.64,43.64,0.0,One,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/enders-game-the-ender-quintet-1_518/index.html,https://books.toscrape.com/media/cache/8a/0d/8a0d251ccece436f956df676c99e70f7.jpg
Diary of a Citizen Scientist: Chasing Tiger Beetles and Other New Ways of Engaging the World,0c11e2d068768dbb,Science,28.41,28.41,0.0,One,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/diary-of-a-citizen-scientist-chasing-tiger-beetles-and-other-new-ways-of-engaging-the-world_517/index.html,https://books.toscrape.com/media/cache/33/4f/334fd0ebdf0c0192baf5914d199c53b5.jpg
Death by Leisure: A Cautionary Tale,4dbd54d9e36c9566,Default,37.51,37.51,0.0,Four,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/death-by-leisure-a-cautionary-tale_516/index.html,https://books.toscrape.com/media/cache/7d/16/7d16c126f85826628bf9dcccd7a66b32.jpg
Brilliant Beacons: A History of the American Lighthouse,7f5157bf53065d36,History,11.45,11.45,0.0,Three,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/brilliant-beacons-a-history-of-the-american-lighthouse_515/index.html,https://books.toscrape.com/media/cache/56/cb/56cb66d73fb438d64af14dce8bd8b22b.jpg
Brazen: The Courage to Find the You That's Been Hiding,77e9ea355bd8ae57,Nonfiction,19.22,19.22,0.0,Two,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/brazen-the-courage-to-find-the-you-thats-been-hiding_514/index.html,https://books.toscrape.com/media/cache/3a/4f/3a4fb30cfc5742f4726bc9f807b66cda.jpg
Between the World and Me,04e3de7ac35ec5cd,Nonfiction,56.91,56.91,0.0,Four,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/between-the-world-and-me_513/index.html,https://books.toscrape.com/media/cache/73/45/7345c412c4c821f131d3c159e027c3a0.jpg
Being Mortal: Medicine and What Matters in the End,15ebd83e53d0391b,Nonfiction,55.06,55.06,0.0,Four,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/being-mortal-medicine-and-what-matters-in-the-end_512/index.html,https://books.toscrape.com/media/cache/c7/7f/c77fdad22e40b8b923ec6c5b1f5a740f.jpg
"A Murder Over a Girl: Justice, Gender, Junior High",fef91502cbacf23a,Nonfiction,13.2,13.2,0.0,Three,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/a-murder-over-a-girl-justice-gender-junior-high_511/index.html,https://books.toscrape.com/media/cache/56/31/56313728d302c83f2a8c70fba635ce33.jpg
32 Yolks,b1a227b7609ff263,Food and Drink,53.63,53.63,0.0,Two,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/32-yolks_510/index.html,https://books.toscrape.com/media/cache/1d/1f/1d1fbd89f0290275b9166877663ee9f5.jpg
"""Most Blessed of the Patriarchs"": Thomas Jefferson and the Empire of the Imagination",f16c2edb2a603f92,History,44.48,44.48,0.0,Five,0,In stock (8 available),In stock,https://books.toscrape.com/catalogue/most-blessed-of-the-patriarchs-thomas-jefferson-and-the-empire-of-the-imagination_509/index.html,https://books.toscrape.com/media/cache/11/af/11af7fbd6aec06a75fe207fae92b17e0.jpg
You Are a Badass: How to Stop Doubting Your Greatness and Start Living an Awesome Life,88ec621893e595d0,Self Help,12.08,12.08,0.0,Three,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/you-are-a-badass-how-to-stop-doubting-your-greatness-and-start-living-an-awesome-life_508/index.html,https://books.toscrape.com/media/cache/9e/15/9e15d7add5090ff2a17bd71ac96aa55a.jpg
Wildlife of New York: A Five-Borough Coloring Book,b46d022080543144,Default,22.14,22.14,0.0,Two,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/wildlife-of-new-york-a-five-borough-coloring-book_507/index.html,https://books.toscrape.com/media/cache/0c/07/0c07b114195b45c156f7f1e23820c49a.jpg
What Happened on Beale Street (Secrets of the South Mysteries #2),9735c969c652dd89,Mystery,25.37,25.37,0.0,Five,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/what-happened-on-beale-street-secrets-of-the-south-mysteries-2_506/index.html,https://books.toscrape.com/media/cache/c7/ab/c7abb5e32bd37118a87523dcee0a70a6.jpg
Unreasonable Hope: Finding Faith in the God Who Brings Purpose to Your Pain,48cb52d78c992487,Spirituality,46.33,46.33,0.0,Two,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/unreasonable-hope-finding-faith-in-the-god-who-brings-purpose-to-your-pain_505/index.html,https://books.toscrape.com/media/cache/8b/10/8b102daec94d1ea9c6fc36dd3ec1c1fe.jpg
Under the Tuscan Sun,a94350ee74deaa07,Travel,37.33,37.33,0.0,Three,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/under-the-tuscan-sun_504/index.html,https://books.toscrape.com/media/cache/98/c2/98c2e95c5fd1a4e7cd5f2b63c52826cb.jpg
Toddlers Are A**holes: It's Not Your Fault,4242cc3d0437db12,Humor,25.55,25.55,0.0,One,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/toddlers-are-aholes-its-not-your-fault_503/index.html,https://books.toscrape.com/media/cache/4c/30/4c3041def6f29659e009f61e45e492b0.jpg
The Year of Living Biblically: One Man's Humble Quest to Follow the Bible as Literally as Possible,4a0b78598b42897a,Default,34.72,34.72,0.0,One,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/the-year-of-living-biblically-one-mans-humble-quest-to-follow-the-bible-as-literally-as-possible_502/index.html,https://books.toscrape.com/media/cache/8e/43/8e4335b369bdad5ccc1551e5592f89ac.jpg
The Whale,0ff9d10864db8364,Childrens,35.96,35.96,0.0,Four,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/the-whale_501/index.html,https://books.toscrape.com/media/cache/6c/18/6c18ea03e294bfcfe07cf531c6c5f5b3.jpg
The Story of Art,9147c5251cc99eb1,Art,41.14,41.14,0.0,Four,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/the-story-of-art_500/index.html,https://books.toscrape.com/media/cache/bb/36/bb364a10868756d1c0877c928b43b533.jpg
The Origin of Species,0345872b14f9e774,Science,10.01,10.01,0.0,Four,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/the-origin-of-species_499/index.html,https://books.toscrape.com/media/cache/da/0d/da0d13699a090516502257a4d7da623f.jpg
The Great Gatsby,a8dbf1c6b41b885a,Default,36.05,36.05,0.0,Four,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/the-great-gatsby_498/index.html,https://books.toscrape.com/media/cache/28/cb/28cb7a5e23c1339a0d6aafd5e7e190d6.jpg
The Good Girl,f935412970c9f58f,Default,49.03,49.03,0.0,Three,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/the-good-girl_497/index.html,https://books.toscrape.com/media/cache/e2/71/e2718be90a081b33d2606a386b073998.jpg
The Glass Castle,47f4fd3e8e1dac05,Add a comment,16.24,16.24,0.0,One,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/the-glass-castle_496/index.html,https://books.toscrape.com/media/cache/e0/e9/e0e97d416322d9728df7d9e589d6a998.jpg
The Faith of Christopher Hitchens: The Restless Soul of the World's Most Notorious Atheist,57f85720e54d6442,Biography,39.55,39.55,0.0,One,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/the-faith-of-christopher-hitchens-the-restless-soul-of-the-worlds-most-notorious-atheist_495/index.html,https://books.toscrape.com/media/cache/cc/a4/cca4e6a4cd5c207e7ce7d992ff464c3b.jpg
The Drowning Girls,7a10353c9c54cf7c,Add a comment,35.67,35.67,0.0,Three,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/the-drowning-girls_494/index.html,https://books.toscrape.com/media/cache/f5/d9/f5d90537f3bed5ad7c8971190beb0730.jpg
The Constant Princess (The Tudor Court #1),24933c712f0bca2f,Historical Fiction,16.62,16.62,0.0,Three,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/the-constant-princess-the-tudor-court-1_493/index.html,https://books.toscrape.com/media/cache/fc/80/fc80b999ff4b8ef24b7071f62d2bf6d1.jpg
The Bourne Identity (Jason Bourne #1),d250657f0ebc5d73,Fiction,42.78,42.78,0.0,Four,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/the-bourne-identity-jason-bourne-1_492/index.html,https://books.toscrape.com/media/cache/40/8d/408d93b27ce8c9cfb3bf66c17e9a54ab.jpg
The Bachelor Girl's Guide to Murder (Herringford and Watts Mysteries #1),20789fb17b423c4c,Mystery,52.3,52.3,0.0,Five,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/the-bachelor-girls-guide-to-murder-herringford-and-watts-mysteries-1_491/index.html,https://books.toscrape.com/media/cache/95/d7/95d7541679fcbd579b8a4f2b47231aaf.jpg
The Art Book,4b8fa561a1e52d1c,Art,32.34,32.34,0.0,Two,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/the-art-book_490/index.html,https://books.toscrape.com/media/cache/99/51/99511f4da1a4a2114e2ed12e6ba17b65.jpg
The 7 Habits of Highly Effective People: Powerful Lessons in Personal Change,5fbd03b1ac0a0e69,Default,33.17,33.17,0.0,Four,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/the-7-habits-of-highly-effective-people-powerful-lessons-in-personal-change_489/index.html,https://books.toscrape.com/media/cache/c9/c3/c9c3d568ff6ddb98bde01c9d0b1d920a.jpg
Team of Rivals: The Political Genius of Abraham Lincoln,ba047a636b7d3793,Add a comment,20.12,20.12,0.0,Five,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/team-of-rivals-the-political-genius-of-abraham-lincoln_488/index.html,https://books.toscrape.com/media/cache/56/75/567575381760b5c1ec018d10d350fc5f.jpg
Steal Like an Artist: 10 Things Nobody Told You About Being Creative,8776181be110838a,Default,20.9,20.9,0.0,Two,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/steal-like-an-artist-10-things-nobody-told-you-about-being-creative_487/index.html,https://books.toscrape.com/media/cache/5f/17/5f17f0e06d7d67717eff3833d309a233.jpg
"Sit, Stay, Love",bd087cf6a846db75,Romance,20.9,20.9,0.0,Three,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/sit-stay-love_486/index.html,https://books.toscrape.com/media/cache/8e/40/8e408552c2e7ee81cd60c03c79f604af.jpg
Sister Dear,7ffebdd1d5148aef,Fiction,40.2,40.2,0.0,Four,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/sister-dear_485/index.html,https://books.toscrape.com/media/cache/fa/57/fa570b7a0fb42252f61e1e750c79d417.jpg
"Shrunken Treasures: Literary Classics, Short, Sweet, and Silly",9639e89d20228e6e,Childrens,52.87,52.87,0.0,Three,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/shrunken-treasures-literary-classics-short-sweet-and-silly_484/index.html,https://books.toscrape.com/media/cache/4f/1e/4f1ece2500f8dbacecca42d57befca03.jpg
"Rich Dad, Poor Dad",8486f61aa81a3daa,Business,51.74,51.74,0.0,One,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/rich-dad-poor-dad_483/index.html,https://books.toscrape.com/media/cache/18/f4/18f45d31e3892fee589e23f15d759ee3.jpg
Raymie Nightingale,31c56c4d0fe19340,Childrens,34.41,34.41,0.0,Two,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/raymie-nightingale_482/index.html,https://books.toscrape.com/media/cache/8f/66/8f66ec46e671d6fca79649c10c7c8f8a.jpg
Playing from the Heart,68008abf6409dfde,Childrens,32.38,32.38,0.0,One,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/playing-from-the-heart_481/index.html,https://books.toscrape.com/media/cache/1c/eb/1cebdf525ebe970a1dc3c5a8c50eae6b.jpg
Nightstruck: A Novel,746029796363aa51,Young Adult,50.35,50.35,0.0,Four,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/nightstruck-a-novel_480/index.html,https://books.toscrape.com/media/cache/c0/df/c0dfd5388bb38b9c24da2e94534e1198.jpg
"Naturally Lean: 125 Nourishing Gluten-Free, Plant-Based Recipes--All Under 300 Calories",924438fc6cbec836,Food and Drink,11.38,11.38,0.0,Five,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/naturally-lean-125-nourishing-gluten-free-plant-based-recipes-all-under-300-calories_479/index.html,https://books.toscrape.com/media/cache/e6/b6/e6b66353f9325518994dd8b564290fd7.jpg
Meternity,725cd8d23d78cdca,Womens Fiction,43.58,43.58,0.0,Three,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/meternity_478/index.html,https://books.toscrape.com/media/cache/39/e3/39e33ebef2d7a35dd6899541eba8306d.jpg
Memoirs of a Geisha,dac4b5847454fd9b,Fiction,49.67,49.67,0.0,Three,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/memoirs-of-a-geisha_477/index.html,https://books.toscrape.com/media/cache/41/80/4180406c788ff3e0f37cd4491a260a5b.jpg
Like Never Before (Walker Family #2),b6670507e85b30e6,Christian Fiction,28.77,28.77,0.0,Two,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/like-never-before-walker-family-2_476/index.html,https://books.toscrape.com/media/cache/17/e2/17e264d978942f73b859fa1c1d2cf827.jpg
Life of Pi,40cdcbb7692fd408,Default,13.22,13.22,0.0,Four,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/life-of-pi_475/index.html,https://books.toscrape.com/media/cache/e7/ae/e7aee104ca78dac961bd906294fe88f1.jpg
Leave This Song Behind: Teen Poetry at Its Best,b74ee891e2a6dd69,Poetry,51.17,51.17,0.0,Five,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/leave-this-song-behind-teen-poetry-at-its-best_474/index.html,https://books.toscrape.com/media/cache/31/c7/31c7c5ce7b04d227aa36ecb250b9dad5.jpg
King's Folly (The Kinsman Chronicles #1),4c82371b8cd02d4d,Fantasy,39.61,39.61,0.0,Five,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/kings-folly-the-kinsman-chronicles-1_473/index.html,https://books.toscrape.com/media/cache/3e/2d/3e2d526ee062008ab1cbf54f90a5abb2.jpg
John Adams,68407606544d6f22,Add a comment,57.43,57.43,0.0,Four,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/john-adams_472/index.html,https://books.toscrape.com/media/cache/59/b4/59b4f94b4dc4c7cb844a6f24a5e2a41e.jpg
How to Cook Everything Vegetarian: Simple Meatless Recipes for Great Food (How to Cook Everything),2a9fcb3382d351c8,Food and Drink,46.01,46.01,0.0,Four,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/how-to-cook-everything-vegetarian-simple-meatless-recipes-for-great-food-how-to-cook-everything_471/index.html,https://books.toscrape.com/media/cache/59/2d/592dc2dee11b798780f5ae613b970a34.jpg
How to Be a Domestic Goddess: Baking and the Art of Comfort Cooking,eff5710404e2ff78,Food and Drink,28.25,28.25,0.0,Two,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/how-to-be-a-domestic-goddess-baking-and-the-art-of-comfort-cooking_470/index.html,https://books.toscrape.com/media/cache/e2/5c/e25cbc27ebc12e47cdf3f7adc87cccdc.jpg
Good in Bed (Cannie Shapiro #1),c00bc29a678a6efb,Add a comment,37.05,37.05,0.0,Five,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/good-in-bed-cannie-shapiro-1_469/index.html,https://books.toscrape.com/media/cache/1d/f4/1df443b1bd6d7a1d804b4780a666438f.jpg
"Fruits Basket, Vol. 7 (Fruits Basket #7)",de6d7645f192d517,Sequential Art,19.57,19.57,0.0,One,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/fruits-basket-vol-7-fruits-basket-7_468/index.html,https://books.toscrape.com/media/cache/b4/36/b43672509477baa090e57ebeacbb28fb.jpg
For the Love: Fighting for Grace in a World of Impossible Standards,2e40333991f56f45,Nonfiction,45.13,45.13,0.0,Three,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/for-the-love-fighting-for-grace-in-a-world-of-impossible-standards_467/index.html,https://books.toscrape.com/media/cache/a7/d8/a7d8fda2a874567aab8f61b2b141a5e2.jpg
Finding God in the Ruins: How God Redeems Pain,4e78f06160b717ac,Nonfiction,46.64,46.64,0.0,Two,0,In stock (7 available),In stock,https://books.toscrape.com/catalogue/finding-god-in-the-ruins-how-god-redeems-pain_466/index.html,https://books.toscrape.com/media/cache/ae/2c/ae2ce9662ed6da3de501ff87551ccb2d.jpg
